,Crash ID,Record Type,Vehicle ID,Participant ID,Participant Display Seq#,Vehicle Coded Seq#,Participant Vehicle Seq#,Safety Equipment Un-used Quantity,Safety Equipment Use Unknown Quantity,Vehicle Occupant Count,Vehicle Striking Flag,Participant Type Code,Participant Hit & Run Flag,Public Employee Flag,Sex,Age,Driver License Status,Driver Residence Status,Injury Severity,Participant Safety Equipment Use Code,Airbag Deployment,Non-Motorist Movement Code,Non-Motorist Travel Direction From,Non-Motorist Travel Direction To,Non-Motorist Location,Participant Action,Participant Error 1 Code,Participant Error 2 Code,Participant Error 3 Code,Participant Cause 3 Code,Participant Event 1 Code,Participant Event 2 Code,Participant Event 3 Code
1790,1850968,3,3486463.0,3973176.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,34.0,1.0,1.0,9.0,0.0,,,,,,0.0,47.0,80.0,,1.0,,,,87.0,1.0,,0.0
1791,1850968,3,3486463.0,3973177.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,39.0,,,4.0,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1794,1850968,3,3486465.0,3973178.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,44.0,1.0,1.0,9.0,0.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1795,1850968,3,3486465.0,3973179.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,40.0,,,4.0,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1798,1850983,3,3486491.0,3973211.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,27.0,1.0,2.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1800,1850983,3,3486492.0,3973212.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,40.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1801,1850983,3,3486492.0,3973213.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,13.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1804,1851014,3,3486552.0,3973288.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1806,1851014,3,3486553.0,3973289.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,67.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1807,1851014,3,3486553.0,3973290.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,4.0,4.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1808,1851014,3,3486553.0,3973291.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,,,4.0,4.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1811,1851035,3,3486587.0,3973335.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,49.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,25.0,1.0,,0.0
1813,1851035,3,3486588.0,3973336.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,51.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1816,1851041,3,3486597.0,3973350.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,9.0,9.0,0.0
1818,1851041,3,3486598.0,3973351.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,66.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1821,1851062,3,3486636.0,3973399.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,24.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,42.0,,,29.0,,,,,,,0.0
1823,1851062,3,3486637.0,3973400.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,62.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1826,1851072,3,3486653.0,3973418.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,22.0,1.0,1.0,9.0,9.0,,,,,,38.0,16.0,51.0,,27.0,33.0,,,15.0,1.0,1.0,0.0
1827,1851072,3,0.0,3973419.0,2.0,,1.0,3.0,0.0,1.0,1.0,0.0,,,4.0,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,,,108.0,,,,0.0
1830,1851075,3,3486658.0,3973424.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,41.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1832,1851075,3,3486659.0,3973425.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,21.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1835,1851097,3,3486692.0,3973464.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1837,1851097,3,3486693.0,3973465.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,60.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1838,1851097,3,3486693.0,3973466.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,41.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1841,1851131,3,3486754.0,3973541.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,35.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1843,1851131,3,3486755.0,3973542.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,39.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1846,1851142,3,3486776.0,3973564.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,50.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1848,1851142,3,3486777.0,3973565.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1851,1851178,3,3486840.0,3973648.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1853,1851178,3,3486841.0,3973649.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,22.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1854,1851178,3,3486841.0,3973650.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,14.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1857,1851189,3,3486860.0,3973674.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,32.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,42.0,,,29.0,,,,,,,0.0
1859,1851189,3,3486861.0,3973675.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,37.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1862,1851193,3,3486868.0,3973682.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,28.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,43.0,83.0,46.0,7.0,5.0,,,,0.0,0.0,0.0
1864,1851193,3,3486869.0,3973683.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,29.0,2.0,4.0,9.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1865,1851193,3,3486869.0,3973684.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,28.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1867,1851193,3,3486870.0,3973685.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,28.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1868,1851193,3,3486870.0,3973686.0,5.0,3.0,2.0,2.0,0.0,0.0,2.0,28.0,,,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1871,1851272,3,3487013.0,3973852.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,24.0,9.0,1.0,9.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1873,1851272,3,3487014.0,3973853.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,59.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1876,1851274,3,3487016.0,3973855.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1878,1851274,3,3487017.0,3973856.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1881,1851313,3,3487089.0,3973937.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,70.0,1.0,2.0,4.0,2.0,0.0,,,,,17.0,47.0,79.0,,1.0,5.0,,,86.0,0.0,0.0,0.0
1884,1851365,3,3487190.0,3974047.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,44.0,1.0,1.0,9.0,9.0,,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
1886,1851365,3,3487191.0,3974048.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,28.0,1.0,2.0,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1889,1851526,3,3487519.0,3974418.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,58.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,81.0,,,10.0,,,,,,,0.0
1892,1851540,3,3487545.0,3974449.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,33.0,1.0,1.0,9.0,9.0,,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
1894,1851540,3,3487546.0,3974450.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,32.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1895,1851540,3,3487546.0,3974451.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,33.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1898,1851552,3,3487571.0,3974479.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,59.0,1.0,1.0,9.0,9.0,,,,,,0.0,45.0,,,13.0,,,,,,,0.0
1900,1851552,3,3487572.0,3974480.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,44.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1903,1851557,3,3487578.0,3974490.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,26.0,2.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1905,1851557,3,3487579.0,3974491.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,49.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,45.0,,,13.0,,,,,,,0.0
1908,1851558,3,3487580.0,3974492.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,51.0,1.0,1.0,9.0,2.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1910,1851558,3,3487581.0,3974493.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,55.0,1.0,1.0,4.0,2.0,0.0,,,,,22.0,0.0,,,0.0,,,,,,,0.0
1912,1851558,3,3487582.0,3974494.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1913,1851558,3,3487582.0,3974495.0,4.0,3.0,2.0,2.0,0.0,0.0,2.0,17.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1916,1851564,3,3487592.0,3974507.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1918,1851564,3,3487593.0,3974508.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,74.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1921,1851581,3,3487623.0,3974543.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.0,3.0,1.0,9.0,9.0,,,,,,38.0,51.0,16.0,80.0,33.0,27.0,,93.0,,,,0.0
1923,1851581,3,3487624.0,3974544.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,49.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1926,1851609,3,3487676.0,3974610.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,45.0,1.0,1.0,9.0,2.0,0.0,,,,,38.0,45.0,,,27.0,13.0,,,85.0,1.0,0.0,0.0
1928,1851609,3,3487677.0,3974611.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,57.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
1932,1851688,3,3487825.0,3974798.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,69.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1933,1851688,3,0.0,3974799.0,2.0,,1.0,3.0,0.0,0.0,1.0,25.0,,,3.0,,,1.0,5.0,1.0,4.0,37.0,57.0,28.0,,2.0,,,,,,,0.0
1936,1851693,3,3487834.0,3974810.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,28.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1938,1851693,3,3487835.0,3974811.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1941,1851700,3,3487851.0,3974831.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,77.0,1.0,1.0,4.0,2.0,0.0,,,,,25.0,79.0,,,16.0,,,,86.0,0.0,0.0,0.0
1944,1851706,3,3487863.0,3974848.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,29.0,1.0,1.0,4.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1945,1851706,3,3487863.0,3974849.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,42.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1946,1851706,3,3487863.0,3974850.0,3.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1947,1851706,3,3487863.0,3974851.0,4.0,1.0,4.0,2.0,0.0,0.0,1.0,39.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1949,1851706,3,3487864.0,3974852.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,59.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1952,1851721,3,3487889.0,3974882.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,45.0,,,13.0,,,,,,,0.0
1953,1851721,3,3487889.0,3974883.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,23.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1955,1851721,3,3487890.0,3974884.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,24.0,2.0,4.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1958,1851723,3,3487892.0,3974886.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,32.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1960,1851723,3,3487893.0,3974887.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,61.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1961,1851723,3,3487893.0,3974888.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,58.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1964,1851759,3,3487956.0,3974966.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,44.0,1.0,1.0,9.0,2.0,0.0,,,,,38.0,16.0,26.0,,27.0,,,,,,,0.0
1966,1851759,3,3487957.0,3974967.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,68.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1968,1851759,3,3487958.0,3974968.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,33.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1971,1851776,3,3487990.0,3975001.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,22.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1972,1851776,3,3487990.0,3975002.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1974,1851776,3,3487991.0,3975003.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,22.0,1.0,1.0,4.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1977,1851837,3,3488100.0,3975134.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,47.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1979,1851837,3,3488101.0,3975135.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,18.0,1.0,1.0,9.0,9.0,,,,,,0.0,4.0,28.0,,2.0,,,,,,,0.0
1982,1851849,3,3488127.0,3975166.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,68.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
1984,1851849,3,3488128.0,3975167.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,50.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1987,1851940,3,3488302.0,3975380.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,24.0,1.0,1.0,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1989,1851940,3,3488303.0,3975381.0,2.0,2.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
1992,1851959,3,3488335.0,3975426.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1994,1851959,3,3488336.0,3975427.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,55.0,9.0,4.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1997,1851966,3,3488348.0,3975440.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,37.0,9.0,9.0,9.0,9.0,,,,,,0.0,42.0,,,29.0,,,,,,,0.0
1999,1851966,3,3488349.0,3975441.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2002,1852005,3,3488421.0,3975524.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,43.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2004,1852005,3,3488422.0,3975525.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,36.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2006,1852005,3,3488423.0,3975526.0,3.0,3.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2009,1852048,3,3488505.0,3975621.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,59.0,1.0,1.0,9.0,9.0,,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
2011,1852048,3,3488506.0,3975622.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,22.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2012,1852048,3,3488506.0,3975623.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,20.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2015,1852070,3,3488549.0,3975677.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2017,1852070,3,3488550.0,3975678.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,37.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2020,1852116,3,3488636.0,3975778.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,38.0,1.0,1.0,9.0,9.0,,,,,,0.0,45.0,,,13.0,,,,,,,0.0
2022,1852116,3,3488637.0,3975779.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,37.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2025,1852143,3,3488687.0,3975836.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,39.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,87.0,0.0,0.0,0.0
2026,1852143,3,0.0,3975837.0,2.0,,1.0,3.0,0.0,0.0,2.0,23.0,,,4.0,,,0.0,0.0,0.0,4.0,50.0,71.0,,,18.0,,,,,9.0,9.0,0.0
2029,1852165,3,3488730.0,3975887.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2031,1852165,3,3488731.0,3975888.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,26.0,1.0,1.0,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2034,1852201,3,3488796.0,3975972.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,0.0,1.0,9.0,2.0,0.0,,,,,38.0,16.0,43.0,32.0,7.0,6.0,27.0,,86.0,0.0,0.0,0.0
2036,1852201,3,3488797.0,3975973.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,27.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
2039,1852212,3,3488816.0,3975997.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,1.0,3.0,4.0,2.0,0.0,,,,,0.0,28.0,,,2.0,,,,86.0,0.0,0.0,0.0
2041,1852212,3,3488817.0,3975998.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,61.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
2044,1852223,3,3488834.0,3976018.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,43.0,1.0,2.0,9.0,2.0,0.0,,,,,17.0,44.0,,,1.0,10.0,,,86.0,0.0,0.0,0.0
2045,1852223,3,3488834.0,3976019.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,12.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2047,1852223,3,3488835.0,3976020.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,68.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
2050,1852287,3,3488956.0,3976163.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,48.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,45.0,,,13.0,,,,,,,0.0
2052,1852287,3,3488957.0,3976164.0,2.0,2.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2055,1852367,3,3489096.0,3976334.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,21.0,1.0,4.0,2.0,2.0,,,,,,38.0,16.0,42.0,,27.0,29.0,,,86.0,0.0,0.0,0.0
2057,1852367,3,3489097.0,3976335.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,31.0,1.0,2.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
2060,1852369,3,3489100.0,3976338.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,24.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2062,1852369,3,3489101.0,3976339.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,18.0,0.0,1.0,9.0,2.0,1.0,,,,,0.0,28.0,,,2.0,,,,,0.0,0.0,0.0
2065,1852380,3,3489122.0,3976371.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,32.0,1.0,1.0,9.0,2.0,,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
2067,1852380,3,3489123.0,3976372.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,53.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2070,1852381,3,3489124.0,3976373.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,47.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2072,1852381,3,3489125.0,3976374.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2075,1852384,3,3489130.0,3976379.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,33.0,1.0,1.0,3.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2077,1852384,3,3489131.0,3976380.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,50.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2080,1852385,3,3489132.0,3976381.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,31.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2082,1852385,3,3489133.0,3976382.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,39.0,1.0,9.0,9.0,9.0,,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
2085,1852404,3,3489168.0,3976418.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,76.0,1.0,1.0,4.0,2.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2087,1852404,3,3489169.0,3976419.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,51.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2090,1852464,3,3489290.0,3976555.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,26.0,1.0,1.0,4.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2092,1852464,3,3489291.0,3976556.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,43.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2095,1852483,3,3489329.0,3976600.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,30.0,9.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
